ID_OREGANO	LIBELLE
GENE:6784	fucosyltransferase 9
GENE:6785	fuzzy planar cell polarity protein
GENE:6786	frataxin
GENE:6787	FMR1 autosomal homolog 1
GENE:6788	FMR1 autosomal homolog 2
GENE:6789	FXYD domain containing ion transport regulator 1
GENE:6790	FXYD domain containing ion transport regulator 2
GENE:6791	FXYD domain containing ion transport regulator 3
GENE:6792	FXYD domain containing ion transport regulator 4
GENE:6793	FXYD domain containing ion transport regulator 5
GENE:6794	FXYD domain containing ion transport regulator 6
GENE:6795	FXYD domain containing ion transport regulator 6 pseudogene 1
GENE:6796	FXYD domain containing ion transport regulator 6 pseudogene 2
GENE:6797	FXYD domain containing ion transport regulator 6 pseudogene 3
GENE:6798	FXYD domain containing ion transport regulator 7
GENE:6799	FYN binding protein 1
GENE:6800	FYN binding protein 2
GENE:6801	FYVE and coiled-coil domain containing 1
GENE:6802	FYN proto-oncogene, Src family tyrosine kinase
GENE:6803	forty-two-three domain containing 1
GENE:6804	frizzled class receptor 1
GENE:6805	frizzled class receptor 10
GENE:6806	frizzled class receptor 2
GENE:6807	frizzled class receptor 3
GENE:6808	frizzled class receptor 4
GENE:6809	frizzled class receptor 5
GENE:6810	frizzled class receptor 6
GENE:6811	frizzled class receptor 7
GENE:6812	frizzled class receptor 8
GENE:6813	frizzled class receptor 9
GENE:6814	fizzy and cell division cycle 20 related 1
GENE:6815	G0/G1 switch 2
GENE:6816	G2/M-phase specific E3 ubiquitin protein ligase
GENE:6817	G3BP stress granule assembly factor 1
GENE:6818	G3BP stress granule assembly factor 2
GENE:6819	glucose-6-phosphatase catalytic subunit 2
GENE:6820	glucose-6-phosphatase catalytic subunit 3
GENE:6821	glucose-6-phosphate dehydrogenase
GENE:6822	glucose-6-phosphatase regulator
GENE:6823	glucosidase alpha, acid
GENE:6824	GRB2 associated binding protein 1
GENE:6825	GRB2 associated binding protein 2
GENE:6826	GRB2 associated binding protein 3
GENE:6827	GRB2 associated binding protein family member 4
GENE:6828	GABA type A receptor-associated protein
GENE:6829	GABA type A receptor associated protein like 1
GENE:6830	GABA type A receptor associated protein like 2
GENE:6831	GABA(A) receptors associated protein like 3, pseudogene
GENE:6832	gamma-aminobutyric acid type B receptor subunit 1
GENE:6833	gamma-aminobutyric acid type B receptor subunit 2
GENE:6834	GA binding protein transcription factor subunit alpha
GENE:6835	GA binding protein transcription factor, alpha subunit pseudogene
GENE:6836	GA binding protein transcription factor subunit beta 1
GENE:6837	GA binding protein transcription factor subunit beta 2
GENE:6838	gamma-aminobutyric acid type A receptor alpha1 subunit
GENE:6839	gamma-aminobutyric acid type A receptor alpha2 subunit
GENE:6840	gamma-aminobutyric acid type A receptor alpha3 subunit
GENE:6841	gamma-aminobutyric acid type A receptor alpha4 subunit
GENE:6842	gamma-aminobutyric acid type A receptor alpha5 subunit
GENE:6843	gamma-aminobutyric acid type A receptor alpha6 subunit
GENE:6844	gamma-aminobutyric acid type A receptor beta1 subunit
GENE:6845	gamma-aminobutyric acid type A receptor beta2 subunit
GENE:6846	gamma-aminobutyric acid type A receptor beta3 subunit
GENE:6847	gamma-aminobutyric acid type A receptor delta subunit
GENE:6848	gamma-aminobutyric acid type A receptor epsilon subunit
GENE:6849	gamma-aminobutyric acid type A receptor gamma1 subunit
GENE:6850	gamma-aminobutyric acid type A receptor gamma2 subunit
GENE:6851	gamma-aminobutyric acid type A receptor gamma3 subunit
GENE:6852	gamma-aminobutyric acid type A receptor pi subunit
GENE:6853	gamma-aminobutyric acid type A receptor theta subunit
GENE:6854	gamma-aminobutyric acid type A receptor rho1 subunit
GENE:6855	gamma-aminobutyric acid type A receptor rho2 subunit
GENE:6856	gamma-aminobutyric acid type A receptor rho3 subunit (gene/pseudogene)
GENE:6857	glutamate decarboxylase 1
GENE:6858	glutamate decarboxylase 2
GENE:6859	growth arrest and DNA damage inducible alpha
GENE:6860	growth arrest and DNA-damage-inducible, alpha pseudogene 1
GENE:6861	growth arrest and DNA damage inducible beta
GENE:6862	growth arrest and DNA damage inducible gamma
GENE:6863	GADD45G interacting protein 1
GENE:6864	glutamate decarboxylase like 1
GENE:6865	G antigen 1
GENE:6866	G antigen 10
GENE:6867	G antigen 12B
GENE:6868	G antigen 12C
GENE:6869	G antigen 12D
GENE:6870	G antigen 12E
GENE:6871	G antigen 12F
GENE:6872	G antigen 12G
GENE:6873	G antigen 12H
GENE:6874	G antigen 12I
GENE:6875	G antigen 12J
GENE:6876	G antigen 13
GENE:6877	G antigen 2A
GENE:6878	G antigen 2B
GENE:6879	G antigen 2C
GENE:6880	G antigen 2D
GENE:6881	G antigen 2E
GENE:6882	G antigen 4
GENE:6883	G antigen 5
GENE:6884	G antigen 6
GENE:6885	G antigen 7
GENE:6886	G antigen 8
GENE:6887	cyclin G associated kinase
GENE:6888	galanin and GMAP prepropeptide
GENE:6889	galactose-3-O-sulfotransferase 1
GENE:6890	galactose-3-O-sulfotransferase 2
GENE:6891	galactose-3-O-sulfotransferase 3
GENE:6892	galactose-3-O-sulfotransferase 4
GENE:6893	galactosylceramidase
GENE:6894	UDP-galactose-4-epimerase
GENE:6895	galactokinase 1
GENE:6896	galactokinase 2
GENE:6897	galactose mutarotase
GENE:6898	galactosamine (N-acetyl)-6-sulfatase
GENE:6899	polypeptide N-acetylgalactosaminyltransferase 1
GENE:6900	polypeptide N-acetylgalactosaminyltransferase 10
GENE:6901	polypeptide N-acetylgalactosaminyltransferase 11
GENE:6902	polypeptide N-acetylgalactosaminyltransferase 12
GENE:6903	polypeptide N-acetylgalactosaminyltransferase 13
GENE:6904	polypeptide N-acetylgalactosaminyltransferase 14
GENE:6905	polypeptide N-acetylgalactosaminyltransferase 15
GENE:6906	polypeptide N-acetylgalactosaminyltransferase 16
GENE:6907	polypeptide N-acetylgalactosaminyltransferase 17
GENE:6908	polypeptide N-acetylgalactosaminyltransferase 18
GENE:6909	polypeptide N-acetylgalactosaminyltransferase 2
GENE:6910	polypeptide N-acetylgalactosaminyltransferase 3
GENE:6911	polypeptide N-acetylgalactosaminyltransferase 4
GENE:6912	polypeptide N-acetylgalactosaminyltransferase 5
GENE:6913	polypeptide N-acetylgalactosaminyltransferase 6
GENE:6914	polypeptide N-acetylgalactosaminyltransferase 7
GENE:6915	polypeptide N-acetylgalactosaminyltransferase 8
GENE:6916	polypeptide N-acetylgalactosaminyltransferase 9
GENE:6917	polypeptide N-acetylgalactosaminyltransferase like 5
GENE:6918	polypeptide N-acetylgalactosaminyltransferase like 6
GENE:6919	galanin like peptide
GENE:6920	galanin receptor 1
GENE:6921	galanin receptor 2
GENE:6922	galanin receptor 3
GENE:6923	galactose-1-phosphate uridylyltransferase
GENE:6924	guanidinoacetate N-methyltransferase
GENE:6925	gigaxonin
GENE:6926	glucosidase II alpha subunit
GENE:6927	glucosidase alpha, neutral C
GENE:6928	growth associated protein 43
GENE:6929	glyceraldehyde-3-phosphate dehydrogenase
GENE:6930	glyceraldehyde-3-phosphate dehydrogenase pseudogene 1
GENE:6931	glyceraldehyde-3-phosphate dehydrogenase pseudogene 14
GENE:6932	glyceraldehyde-3-phosphate dehydrogenase pseudogene 15
GENE:6933	glyceraldehyde-3-phosphate dehydrogenase pseudogene 16
GENE:6934	glyceraldehyde-3-phosphate dehydrogenase pseudogene 2
GENE:6935	glyceraldehyde 3 phosphate dehydrogenase pseudogene 58
GENE:6936	glyceraldehyde-3-phosphate dehydrogenase pseudogene 59
GENE:6937	glyceraldehyde-3-phosphate dehydrogenase pseudogene 60
GENE:6938	glyceraldehyde 3 phosphate dehydrogenase pseudogene 61
GENE:6939	glyceraldehyde 3 phosphate dehydrogenase pseudogene 62
GENE:6940	glyceraldehyde 3 phosphate dehydrogenase pseudogene 63
GENE:6941	glyceraldehyde-3-phosphate dehydrogenase pseudogene 64
GENE:6942	glyceraldehyde 3 phosphate dehydrogenase pseudogene 65
GENE:6943	glyceraldehyde-3-phosphate dehydrogenase pseudogene 66
GENE:6944	glyceraldehyde 3 phosphate dehydrogenase pseudogene 67
GENE:6945	glyceraldehyde 3 phosphate dehydrogenase pseudogene 68
GENE:6946	glyceraldehyde 3 phosphate dehydrogenase pseudogene 69
GENE:6947	glyceraldehyde 3 phosphate dehydrogenase pseudogene 70
GENE:6948	glyceraldehyde-3-phosphate dehydrogenase pseudogene 71
GENE:6949	glyceraldehyde-3-phosphate dehydrogenase pseudogene 72
GENE:6950	glyceraldehyde-3-phosphate dehydrogenase pseudogene 73
GENE:6951	glyceraldehyde-3-phosphate dehydrogenase, spermatogenic
GENE:6952	GRB2 binding adaptor protein, transmembrane
GENE:6953	GTPase activating protein and VPS9 domains 1
GENE:6954	GAR1 ribonucleoprotein
GENE:6955	GRB2 associated regulator of MAPK1 subtype 1
GENE:6956	GRB2 associated regulator of MAPK1 subtype 2
GENE:6957	GTPase activating Rap/RanGAP domain like 3
GENE:6958	glycyl-tRNA synthetase
GENE:6959	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase
GENE:6960	growth arrest specific 1
GENE:6961	growth arrest specific 2
GENE:6962	growth arrest specific 2 like 1
GENE:6963	growth arrest specific 2 like 2
GENE:6964	growth arrest specific 2 like 3
GENE:6965	growth arrest-specific 5 (non-protein coding)
GENE:6966	growth arrest specific 6
GENE:6967	growth arrest specific 7
GENE:6968	growth arrest specific 8
GENE:6969	golgi associated kinase 1A
GENE:6970	golgi associated kinase 1B
GENE:6971	gastrin
GENE:6972	GATA binding protein 1
GENE:6973	GATA binding protein 2
GENE:6974	GATA binding protein 3
GENE:6975	GATA binding protein 4
GENE:6976	GATA binding protein 5
GENE:6977	GATA binding protein 6
GENE:6978	GATA zinc finger domain containing 1
GENE:6979	GATA zinc finger domain containing 2A
GENE:6980	GATA zinc finger domain containing 2B
GENE:6981	glutamyl-tRNA amidotransferase subunit B
GENE:6982	glutamyl-tRNA amidotransferase subunit C
GENE:6983	glutamine amidotransferase like class 1 domain containing 1
GENE:6984	glycine amidinotransferase
GENE:6985	glucosylceramidase beta
GENE:6986	glucosylceramidase beta 2
GENE:6987	glucosylceramidase beta 3 (gene/pseudogene)
GENE:6988	glucosidase, beta, acid pseudogene 1
GENE:6989	1,4-alpha-glucan branching enzyme 1
GENE:6990	golgi brefeldin A resistant guanine nucleotide exchange factor 1
GENE:6991	globoside alpha-1,3-N-acetylgalactosaminyltransferase 1 (FORS blood group)
GENE:6992	guanylate binding protein 1
GENE:6993	guanylate binding protein 2
GENE:6994	guanylate binding protein 3
GENE:6995	guanylate binding protein 4
GENE:6996	guanylate binding protein 5
GENE:6997	guanylate binding protein family member 6
GENE:6998	guanylate binding protein 7
GENE:6999	gastrulation brain homeobox 1
GENE:7000	gastrulation brain homeobox 2
GENE:7001	GC vitamin D binding protein
GENE:7002	grancalcin
GENE:7003	glycine C-acetyltransferase
GENE:7004	glycine C-acetyltransferase pseudogene 1
GENE:7005	GRIP and coiled-coil domain containing 1
GENE:7006	GRIP and coiled-coil domain containing 2
GENE:7007	glutaryl-CoA dehydrogenase
GENE:7008	GC-rich sequence DNA-binding factor 2
GENE:7009	glucagon
GENE:7010	glucagon receptor
GENE:7011	GTP cyclohydrolase 1
GENE:7012	GTP cyclohydrolase I feedback regulator
GENE:7013	glucokinase
GENE:7014	glucokinase regulator
GENE:7015	glutamate-cysteine ligase catalytic subunit
GENE:7016	glutamate-cysteine ligase modifier subunit
GENE:7017	glial cells missing transcription factor 1
GENE:7018	glial cells missing transcription factor 2
GENE:7019	GCN1 activator of EIF2AK4
GENE:7020	germ cell nuclear acidic peptidase
GENE:7021	glucosaminyl (N-acetyl) transferase 1
GENE:7022	glucosaminyl (N-acetyl) transferase 1, core 2 pseudogene 1
GENE:7023	glucosaminyl (N-acetyl) transferase 2 (I blood group)
GENE:7024	glucosaminyl (N-acetyl) transferase 3, mucin type
GENE:7025	glucosaminyl (N-acetyl) transferase 4
GENE:7026	glucosaminyl (N-acetyl) transferase family member 7
GENE:7027	GRINL1A complex locus 1
GENE:7028	germinal center associated signaling and motility
GENE:7029	germinal center associated signaling and motility like
GENE:7030	glycine cleavage system protein H
GENE:7031	guanine deaminase
GENE:7032	ganglioside induced differentiation associated protein 1
GENE:7033	ganglioside induced differentiation associated protein 1 like 1
GENE:7034	ganglioside induced differentiation associated protein 2
GENE:7035	glycerophosphodiester phosphodiesterase 1
GENE:7036	growth differentiation factor 1
GENE:7037	growth differentiation factor 10
GENE:7038	growth differentiation factor 11
GENE:7039	growth differentiation factor 15
GENE:7040	growth differentiation factor 2
GENE:7041	growth differentiation factor 3
GENE:7042	growth differentiation factor 5
GENE:7043	growth differentiation factor 6
GENE:7044	growth differentiation factor 7
GENE:7045	growth differentiation factor 9
GENE:7046	GDP dissociation inhibitor 1
GENE:7047	GDP dissociation inhibitor 2
GENE:7048	GDP dissociation inhibitor 2 pseudogene 1
GENE:7049	glial cell derived neurotrophic factor
GENE:7050	glycerophosphodiester phosphodiesterase domain containing 1
GENE:7051	glycerophosphodiester phosphodiesterase domain containing 2
GENE:7052	glycerophosphodiester phosphodiesterase domain containing 3
GENE:7053	glycerophosphodiester phosphodiesterase domain containing 4
GENE:7054	glycerophosphodiester phosphodiesterase domain containing 5
GENE:7055	GDP-D-glucose phosphorylase 1
GENE:7056	GTP binding protein overexpressed in skeletal muscle
GENE:7057	gem nuclear organelle associated protein 2
GENE:7058	gem nuclear organelle associated protein 4
GENE:7059	gem nuclear organelle associated protein 5
GENE:7060	gem nuclear organelle associated protein 6
GENE:7061	gem nuclear organelle associated protein 7
GENE:7062	gem nuclear organelle associated protein 8
GENE:7063	GEN1 Holliday junction 5' flap endonuclease
GENE:7064	golgi to ER traffic protein 4
GENE:7065	glial fibrillary acidic protein
GENE:7066	growth factor, augmenter of liver regeneration
GENE:7067	growth factor independent 1 transcriptional repressor
GENE:7068	growth factor independent 1B transcriptional repressor
GENE:7069	G elongation factor mitochondrial 1
GENE:7070	G elongation factor mitochondrial 2
GENE:7071	glucose-fructose oxidoreductase domain containing 1
GENE:7072	glucose-fructose oxidoreductase domain containing 2
GENE:7073	glutamine--fructose-6-phosphate transaminase 1
GENE:7074	glutamine-fructose-6-phosphate transaminase 2
GENE:7075	GDNF family receptor alpha 1
GENE:7076	GDNF family receptor alpha 2
GENE:7077	GDNF family receptor alpha 3
GENE:7078	GDNF family receptor alpha 4
GENE:7079	GDNF family receptor alpha like
GENE:7080	golgi associated olfactory signaling regulator
GENE:7081	golgi associated, gamma adaptin ear containing, ARF binding protein 1
GENE:7082	golgi associated, gamma adaptin ear containing, ARF binding protein 2
GENE:7083	golgi associated, gamma adaptin ear containing, ARF binding protein 3
GENE:7084	gamma-glutamylamine cyclotransferase
GENE:7085	gamma-glutamylcyclotransferase
GENE:7086	gamma-glutamyl carboxylase
GENE:7087	gamma-glutamyl hydrolase
GENE:7088	gametogenetin
GENE:7089	gametogenetin binding protein 1 (pseudogene)
GENE:7090	gametogenetin binding protein 2
GENE:7091	geranylgeranyl diphosphate synthase 1
GENE:7092	gamma-glutamyltransferase 1
GENE:7093	gamma-glutamyltransferase 2
GENE:7094	gamma-glutamyltransferase 5
GENE:7095	gamma-glutamyltransferase 6
GENE:7096	gamma-glutamyltransferase 7
GENE:7097	gamma-glutamyltransferase light chain 1
GENE:7098	gamma-glutamyltransferase light chain 2
GENE:7099	gamma-glutamyltransferase light chain family member 3
GENE:7100	growth hormone 1
GENE:7101	growth hormone 2
GENE:7102	GH3 domain containing
GENE:7103	growth hormone inducible transmembrane protein
GENE:7104	growth hormone receptor
GENE:7105	growth hormone releasing hormone
GENE:7106	growth hormone releasing hormone receptor
GENE:7107	ghrelin and obestatin prepropeptide
GENE:7108	ghrelin opposite strand/antisense RNA
GENE:7109	growth hormone secretagogue receptor
GENE:7110	GID complex subunit 4 homolog
GENE:7111	GID complex subunit 8 homolog
GENE:7112	GRB10 interacting GYF protein 1
GENE:7113	GRB10 interacting GYF protein 2
GENE:7114	GTPase, IMAP family member 1
GENE:7115	GTPase, IMAP family member 2
GENE:7116	GTPase, IMAP family member 3 pseudogene
GENE:7117	GTPase, IMAP family member 4
GENE:7118	GTPase, IMAP family member 5
GENE:7119	GTPase, IMAP family member 6
GENE:7120	GTPase, IMAP family member 7
GENE:7121	GTPase, IMAP family member 8
GENE:7122	GIMAP family P-loop NTPase domain containing 1
GENE:7123	gypsy retrotransposon integrase 1
GENE:7124	glycoprotein integral membrane 1
GENE:7125	GINS complex subunit 1
GENE:7126	GINS complex subunit 2
GENE:7127	GINS complex subunit 3
GENE:7128	GINS complex subunit 4
GENE:7129	gastric inhibitory polypeptide
GENE:7130	GIPC PDZ domain containing family member 1
GENE:7131	GIPC PDZ domain containing family member 2
GENE:7132	GIPC PDZ domain containing family member 3
GENE:7133	gastric inhibitory polypeptide receptor
GENE:7134	GIT ArfGAP 1
GENE:7135	GIT ArfGAP 2
GENE:7136	gap junction protein alpha 1
GENE:7137	gap junction protein alpha 10
GENE:7138	gap junction protein, alpha 1, 43kDa pseudogene 1
GENE:7139	gap junction protein alpha 3
GENE:7140	gap junction protein alpha 4
GENE:7141	gap junction protein alpha 5
GENE:7142	gap junction protein alpha 8
GENE:7143	gap junction protein alpha 9
GENE:7144	gap junction protein beta 1
GENE:7145	gap junction protein beta 2
GENE:7146	gap junction protein beta 3
GENE:7147	gap junction protein beta 4
GENE:7148	gap junction protein beta 5
GENE:7149	gap junction protein beta 6
GENE:7150	gap junction protein beta 7
GENE:7151	gap junction protein gamma 1
